"scientificName","canonicalName_curated","rank_verbatim","verbatimName","vernacularName_fromSource","sourceDatasetName","sourceDatasetID","datasetSource","datasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","Commercial sector","Agricultural industry","Vernacular group","Commercial and trade fisheries","Managed fisheries","CAAB_Code","wildStatus","exoticStatus","omnivore","carnivore","herbivore","herbivoreGutType","cryoconservationStatus","local","detailedLocal","regional","international","cropType","livestockType","recordCurator","recordCuratorID","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Bromus catharticus","Bromus catharticus","species","Bromus catharticus Vahl","Rescue grass","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Bromus sitchensis","Bromus sitchensis","species","Bromus sitchensis Trin.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Bromus sitchensis","Bromus sitchensis","species","Bromus sitchensis Trin.","Alaska brome-grass","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Bubalus bubalis","Bubalus bubalis","species","Bubalus bubalis","Buffalo","FAO Domestic Animal Diversity Information System: Australian Breeds","ARGA:TL:0000003","https://www.fao.org/dad-is/dataexport/en/","Food and Agriculture Organization of the United Nations. 2023. Domestic Animal Diversity Information System (DAD-IS). Accessed at: https://www.fao.org/dad-is/dataexport/en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Food and Agriculture Organization of the United Nations","agriculture","livestock","mammals","","","","","","false","false","true","ruminant","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Aug 22 2023 20:03:59 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Bubalus bubalis Australian Swamp Buffalo","Bubalus bubalis Australian Swamp Buffalo","breed","Bubalus bubalis","Buffalo: Australian Swamp Buffalo","FAO Domestic Animal Diversity Information System: Australian Breeds","ARGA:TL:0000003","https://www.fao.org/dad-is/dataexport/en/","Food and Agriculture Organization of the United Nations. 2023. Domestic Animal Diversity Information System (DAD-IS). Accessed at: https://www.fao.org/dad-is/dataexport/en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Food and Agriculture Organization of the United Nations","agriculture","livestock","mammals","","","","Domestic","","false","false","true","ruminant","No Information","At Risk","Endangered","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Aug 22 2023 20:03:59 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Caesalpinia decapetala","Caesalpinia decapetala","species","Caesalpinia decapetala (Roth) Alston","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Cairina moschata","Cairina moschata","species","Cairina moschata","Muscovy duck","FAO Domestic Animal Diversity Information System: Australian Breeds","ARGA:TL:0000003","https://www.fao.org/dad-is/dataexport/en/","Food and Agriculture Organization of the United Nations. 2023. Domestic Animal Diversity Information System (DAD-IS). Accessed at: https://www.fao.org/dad-is/dataexport/en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Food and Agriculture Organization of the United Nations","agriculture","livestock","birds","","","","Feral","Exotic","","","","","No Information","At Risk","Endangered","","Not at Risk","","poultry","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Aug 22 2023 20:03:59 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Cajanus cajan","Cajanus cajan","species","Cajanus cajan (L.) Millsp.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Calliandra calothyrsus","Calliandra calothyrsus","species","Calliandra calothyrsus Meisn.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Callitris preissii","Callitris preissii","species","Callitris preissii Miq.","","Forest Reproductive Material Information System (FOREMATIS), European Commission","ARGA:TL:0000045","https://ec.europa.eu/forematis/","European Commission. 2023. FOREMATIS?- Forest Reproductive Material Information System Accessed at: https://ec.europa.eu/frumatis, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","forestry","","","","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 14:59:17 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Callorhinchus milii","Callorhinchus milii","species","Callorhinchus milii","Elephantfish","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","sharks and rays","","","37 043001","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Callorhinchus milii","Callorhinchus milii","species","Callorhinchus milii","Elephantfish","Fishery status reports 2022, Australian Bureau of Agricultural and Resource Economics and Sciences","ARGA:TL:0000050","https://www.agriculture.gov.au/abares/research-topics/fisheries/fishery-status","Patterson, H, Bromhead, D, Galeano, D, Larcombe, J, Timmiss, T, Woodhams, J and Curtotti, R 2022, Fishery status reports 2022, Australian Bureau of Agricultural and Resource Economics and Sciences, Canberra. CC BY 4.0. https://doi.org/10.25814/gx9r-3n90.","Mon May 22 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","aquaculture","","sharks and rays","commercial and trade fisheries","managed fisheries","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 10:07:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
